real_estate_link,license_number,license_type,legal_form,arabic_trade_name,english_trade_name,license_start_date,license_expiry_date,activities,est_banning_status,area
https://eservices.ajmanded.ae/en/TradeLicense/License/d51f9aec-103b-4dff-b017-78768aa4bc3c,45651,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (انتوني منيول دورادو),(REAL ESTATE INVESTMENT EST. (ANTHONY MANUEL DOURADO,02/01/2007,01/01/2009,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/9e5c9aba-9328-49ab-b668-6fb2b6b456ed,45652,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(ايوب بهاى روستوم باتيل),(REAL ESTATE INVESTMENT EST(AIYUB BHAI RUSTAMPATEL,02/01/2007,01/01/2008,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/dfaa4c41-b114-4f13-9317-7d4be7acc311,45653,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (يسرا حمودي),(REAL ESTATE INVESTMENT EST. (YUSRA HAMODE,02/01/2007,01/01/2008,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/46ebbf73-c8d7-4c01-a3dd-a6c8507e47fc,45654,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(عبدالعزيز على احمد),(REAL ESTATE INVESTMENT EST(ABDIL-AZIZ ALI AHMED,02/01/2007,01/01/2009,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/c6694c4c-9e62-41d8-a3f8-d3422f8bc2d8,45655,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(عباد احمد بدر الدين),(REAL ESTATE INVESTMENT EST(IBAD AHMAD BADRUDDIN,02/01/2007,01/01/2009,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/3fd07af6-b6f3-4679-a759-75764b40be08,45656,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(عماد حمودى),(REAL ESTATE INVESTMENT EST(EMAD HAMODE,02/01/2007,01/01/2009,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/e8d47b7d-ce73-4f50-8d05-4fc121888bdb,45693,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(وشيار عبدالفتاح عبدالرزاق ),(REAL ESTATE INVESTMENT EST (WASHY A F ABDUL RAZAK,09/01/2007,08/01/2009,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/acea4649-db71-43f8-873a-c4f90c422682,45695,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (رجوير سينغه بنوارى لال),(REAL ESTATE INVESTMENT EST (RAJVIR SINGH BANW ARILAL,09/01/2007,08/01/2008,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/f4df0f21-09b2-413d-827d-e4e78283a03c,45696,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(نادر كمال محمود),(REAL ESTATE INVESTMENT EST (NADER K MAHMOUD,09/01/2007,08/01/2009,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/27a0c22c-80e1-4618-ab9b-211397f5db7d,45697,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(حيدر رسول),(REAL ESTATE INVESTMENT EST (HYDER RASOOL,09/01/2007,08/01/2009,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/fad83cdd-5df2-4688-8671-91787a3a3fee,45698,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (حياة عبدالحمزة عطيه),(REAL ESTATE INVESTMENT EST (HAYATA ATTIA,09/01/2007,08/01/2009,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/10cb6124-7f9c-44bb-bdbc-a838f676f8bc,45699,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (محمد اقبال),(REAL ESTATE INVESTMENT EST (MOHAMMED IQBAL,09/01/2007,08/01/2009,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/736a51bc-5d40-4414-a689-9c44aa80865d,45734,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (فان جيسى ),(REAL ESTATE INVESTMENT EST (FAN JIECE,14/01/2007,13/01/2008,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/3b4d0739-4880-4c06-af49-5ad564026245,45735,Investment License,Sole Establishment,مؤسسة العقارية الاستثمارية (ناصر احمد شيخ ),(REAL ESTATE INVESTMENT EST (NASIR AHMED SHAIKH,14/01/2007,13/01/2009,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/63932da0-419a-44d1-9787-d302cd6ec9a8,45737,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (سيد حسن علي كاظمي),(REAL ESTATE INVESTMENT EST (SYED HASAN ALI KAZMI,14/01/2007,13/01/2008,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/86cb298f-284e-47c4-b463-310f5202b568,45738,Investment License,Sole Establishment,مؤسسة العقارية الاستثمارية (موراثيبك مالابايف),(REAL ESTATE INVESTMENT EST (MURATIBEK MALABAEV,14/01/2007,13/01/2009,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/dd96bd6e-a325-46a6-b022-b48c2a841131,45739,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (باقو ماكو ديزرى),(REAL ESTATE INVESTMENT EST (BAGUMAKO DESIRE,14/01/2007,13/01/2009,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/fce9b597-bc84-476b-81ab-1149e7bd547f,45740,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (محمد بشرت محمد شافي),(REAL ESTATE INVESTMENT EST (MOHAMMAD BASHARAT MOHAMMAD SHAFI,14/01/2007,13/01/2009,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/d68424be-afd6-4b62-8eff-1850bc691eda,45741,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (عيضة يسلم سعيد مقرم),(REAL ESTATE INVESTMENT EST (EIDHA YISLAM SAID MAGRAM,14/01/2007,13/01/2009,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/284401e8-d3e1-4ec9-94da-686c3ccc514f,45742,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (حسنين محمد رشيد دواد),(REAL ESTATE INVESTMENT EST (HASNIEN M R DAWOOD,14/01/2007,13/01/2008,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/695be624-e32e-4712-ab8b-ab56ab5d131f,45759,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (ليقت علي ديلفي),(REAL ESTATE INVESTMENT EST (LIAQUT ALI DALVI,16/01/2007,15/01/2008,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/cfba9227-3537-4999-bf18-8aafc5f662d2,45760,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(فاطمة خياطى),(REAL ESTATE INVESTMENT EST (FATIMA KHYATI,16/01/2007,15/01/2008,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/5e0f3176-61dd-4856-847e-134be9039aff,45762,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(وزير احمد),(REAL ESTATE INVESTMENT EST (WAZIR AHMED,16/01/2007,15/01/2008,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/952b83ab-31c8-482a-8d99-8812785d0dbc,45763,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (هوت غلام جان هوت نور محمد),(REAL ESTATE INVESTMENT EST (HUTH GHULAM JAN HUTH NOOR MOHAMMAD,16/01/2007,15/01/2009,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/d795cb8d-671b-4b91-99e9-04c3d07217e4,45833,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (هند خياطى ),(REAL ESTATE INVESTMENT EST(HIND KHYATI,23/01/2007,22/01/2008,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/4deadc6f-b7c2-439a-b45c-d437616b93ad,45834,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (عبدالسعيد خان ),(REAL ESTATE INVESTMENT EST (ABDUL SAEED KHAN,23/01/2007,22/01/2008,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/e4b7be8b-7578-4c2a-a7d8-98b5b0c8581e,45835,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (سلبودا فلديمير ),(REAL ESTATE INVESTMENT EST (SLOBODA VLADIMIR,23/01/2007,22/01/2009,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/775125e4-c7d6-4f6a-a768-6271ab2ac929,45836,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (نازيمة ساهيم جاد اولا ),(REAL ESTATE INVESTMENT EST (NAZEEMA SAHIM GADAWALA,23/01/2007,22/01/2008,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/0da98064-3e2b-494a-9acc-712acaae502c,45837,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (قمر لطيف شيخ عبداللطيف ),(REAL ESTATE INVESTMENT EST (QAMAR LATIF SHEIKH ABDUL LATIF,23/01/2007,22/01/2009,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/c86bdb19-b6f8-4cd4-9d07-21ce24b981ce,45899,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (ساهى يولينا غالينا ),(REAL ESTATE INVESTMENT EST(SAKHIULINA GALINA,29/01/2007,28/01/2009,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/bfc40bff-6499-484b-ab8a-bcde28981355,45901,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (نيل محمد كمال ),(REAL ESTATE INVESTMENT EST (NILE MOHAMMED KAMAL,29/01/2007,28/01/2008,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/d96478a5-f8dd-4273-93dd-38ee19549e0f,45902,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (ريم عبداللطيف سليمان البتوره ),(REAL ESTATE INVESTMENT EST (RIM ABDULLATIF SULAIMAN BATIOURA,29/01/2007,28/01/2009,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/e4f3bd36-dae6-4d51-8198-ca179946aaa5,45903,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(جران ناز زبير خان),(REAL ESTATE INVESTMENT EST (GURAN NAZ ZAB AIR KHAN,29/01/2007,28/04/2010,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/36ee10a5-5fed-4201-b768-597db4e45664,45904,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (عبدالحكيم عاكف ),(REAL ESTATE INVESTMENT EST (ABD EL HAKIM AKEF,29/01/2007,28/01/2009,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/9cace124-f17a-4edf-9a5e-210eb3c63c33,45905,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(علاء محمد منير عيتانى),(REAL ESTATE INVESTMENT EST (ALAA MUHAMMAD MUNEERITANI,29/01/2007,28/01/2009,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/44515a14-f7f6-44f2-a007-b7d04fa02e52,45976,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(ارم شيخاني شيخاني محمد جنيد),(REAL ESTATE INVESTMENT EST (ERUM SHAIKANI SHAIKHANI MUHAMMAD JUNAID,05/02/2007,04/02/2008,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/27c48ed1-0e6e-4db0-9b83-45a6e666244b,45977,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (يى لو ),REAL ESTATE INVESTMENT EST(YILU),05/02/2007,04/02/2010,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/2db4e7cd-52f1-4cc5-b57c-d1dd9164be3a,45978,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (معز حسين قربان حسين ),(REAL ESTATE INVESTMENT EST (MOIZ HUSSAIN QURBAN HUSSAIN,05/02/2007,04/02/2009,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/1ca992f9-86c0-4711-99a7-4fc198cfe2c0,45979,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (صالح عيسى ورد ),(REAL ESTATE INVESTMENT EST (SALEH ISSA WARD,05/02/2007,04/02/2009,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/9a592556-e65c-4221-ac77-a282b1141ea3,45980,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (احمد بن رقية ),(REAL ESTATE INVESTMENT EST (AHMED BEN REKIA,05/02/2007,04/02/2008,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/af3d8c72-cf86-4cb8-a3de-652357ce97f2,45981,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (عامر ميرشاندا صالح محمد ),(REAL ESTATE INVESTMENT EST (AAMIR MERCHANT SALEH MUHAMMAD,05/02/2007,04/02/2008,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/a6c05a61-2519-45ad-844b-56440cfacc95,45982,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (رفعت حسين لاتى محمد مستحسن),(REAL ESTATE INVESTMENT EST (RAFAT HUSSAIN LATE MOHAMMAD MUSTAHSIN,05/02/2007,04/02/2009,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/9c72db66-235e-433e-b9b2-d2bb13daf135,45983,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(اصف خان سليم الله خان),(REAL ESTATE INVESTMENT EST (ASIF KHAN SALIMULLAH KHAN,05/02/2007,04/02/2008,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/8ed691b1-af60-4beb-b8ad-cec301f78ce3,45984,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (ظافر اقبال سافى محمد انور),(REAL ESTATE INVESTMENT EST (ZAFAR IQBAL SUFI MOHAMMAD ANWAR,05/02/2007,04/02/2008,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/0871b0e0-0e7f-4a89-8c6b-48250d1f80a6,45990,Trade License,Sole Establishment,مركز المستثمر للعقارات,INVESTOR REAL ESTATE CENTRE,05/02/2007,04/02/2010,"['Land and Real Estate Purchase and Sale', 'Real Estate Lease and Management Services']",Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/eb77fe7e-b86f-48d9-94d8-ac5ade81efa7,46192,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(محمد نعيم محمد صديق),(REAL ESTATE INVESTMENT EST (MUHAMMAD NAEEM MUHAMMAD SIDDIQ,22/02/2007,21/02/2009,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/b3c4c311-7934-4fa5-a6f8-07b2838b7769,46195,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (بدده ديف بنكاج كزمار امرات لال ),(REAL ESTATE INVESTMENT EST (BUDDH DEV PANKAJ KUMAR AMRAT LAL,22/02/2007,21/02/2009,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/8eaa393b-7b70-4aa5-ad12-dc4623512f83,46197,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (عبدالمنعم عبدالجبار محمد ),(REAL ESTATE INVESTMENT EST (ABDUL MUNNIM A J MOHAMMED,22/02/2007,21/02/2009,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/6cec359d-e573-4a84-aabb-b8b6cb088b6f,46199,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (انور عبدالله سلمان ),(REAL ESTATE INVESTMENT EST (ANWAR A SALMAN,22/02/2007,21/02/2008,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/e3b7f8e5-cf3d-4e5f-a2ae-defe510d1f26,46200,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (محمد يزيد هاشمي ),(REAL ESTATE INVESTMENT EST (MOHAMED YAZID HACHEMI,22/02/2007,21/02/2009,['Private Funds Investment'],Prohibited ,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/b6b9403b-0a83-4c63-9362-092897b667b6,46201,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (محمد عبدالغفار خان ),( REAL ESTATE INVESTMENT EST (MOHAMMED ABDUL GAFFAR KHAN,22/02/2007,21/02/2008,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/0fab1b07-4ec9-47ec-a76b-2994e26db113,46202,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (عبداللطيف تمبى ),(REAL ESTATE INVEST MENT EST (ABDUL LATIF TUMBI,22/02/2007,21/02/2008,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/3b7c0104-fced-43f1-a1ad-5024bd718c09,46203,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (ليث عبدالستار عبدالغفار ),(REAL ESTATE INVESTMENT EST (LAITH A ABDDUL GHAFOOR,22/02/2007,21/05/2010,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/09e0d91b-2dd0-4afa-945a-0add2b3b6fe9,46204,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (انتومي جون فيرناندس ),(REAL ESTATE INVESTMENT EST (ANTHONY JOHN FERNANDES,22/02/2007,21/02/2009,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/488a55c1-2469-47ee-bbaa-732d457d4ab4,46206,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (محمد سروار لاهيما محمد حسين ),(REAL ESTATE INVESTMENT EST (MOHD SARW AR LHEEMA MOHD HUSSAIN,22/02/2007,21/02/2010,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/ecaa5946-d7ac-4f32-89c6-456adb7b9fa3,46207,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (هريش شاندرا كانت شاه ),(REAL ESTATE INVESTMENT EST (HARISH CHANDRAKANT SHAH,22/02/2007,21/02/2009,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/17d7fa5c-fdf2-4907-a759-9e8476461a5f,46322,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (جاهنجير نظار على بدوانى ),REAL ESTATE INVESTMENT EST (JAHANGIR NAZAR ALI BUDHWANI,05/03/2007,04/03/2008,not available,Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/f52a86cc-e6a4-4fe2-9047-903216984239,46330,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(طاهر علي هاشمي),(REAL ESTATE INVESTMENT EST (TAHIR ALI HASHMI,05/03/2007,04/03/2008,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/7ed75786-2cb6-4adb-a456-efde9cdfba90,46332,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(سجاد احمد خان),(REAL ESTATE INVESTMENT EST (SAJJAD AHMED KHAN,05/03/2007,04/03/2009,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/4f325770-442d-4168-bec8-331fa4fda898,46334,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (هريش راج بورهايت هارانرين ),(REAL ESTATE INVESTMENT EST (HIRESH RAJPUROHIT HARN HARNARAIN,05/03/2007,04/03/2009,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/65397151-4b4d-40b3-bb65-cd9a4375a0c7,46335,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(عمر افضل),(REAL ESTATE INVESTMENT EST (OMAR AFDAL,05/03/2007,04/03/2008,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/bb9e817b-9806-4424-8756-b7607919084b,46337,Investment License,Sole Establishment,مؤسسسة العقارات الاستثمارية (جيندار كومار راتان لال ),(REAL ESTATE INVESTMENT EST (JINEND ARKUMAR RATANLAL,05/03/2007,04/05/2010,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/09dc2f9e-78a9-4cd3-9f65-83d68a48d4cf,46338,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(ناظير اوخاى),(REAL ESTATE INVESTMENT EST (NAZIR OKHAI,05/03/2007,04/03/2008,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/88928c97-7d0a-4ac5-9339-c8ff02c9bd38,46340,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(محمد على حرسى),(REAL ESTATE INESTMENT EST (MOHAMUD ALI HERSI,05/03/2007,04/03/2010,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/d45ce114-9462-4f2d-815a-6f09d928f088,46356,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(سيد محمد مصطفوى سيد قاسم),(REAL ESTATE INVESTMENT EST (SAMI S AL WASH,07/03/2007,06/03/2009,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/54ea7329-9c1a-4528-bd20-752fbed4db73,46357,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(سامى سعيد علوش),(REAL ESTATE INVESTMENT EST (SAMI S AL WASH,07/03/2007,06/03/2009,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/f0328394-f76c-43d3-9d18-8012fc234f41,46405,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (فؤاد رباح بسطامى),(REAL ESTATE INESTMENT EST (FOUAD RABAH BUSTAMI,11/03/2007,10/03/2009,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/3d060eae-cf89-415e-91c8-1ac89534f78e,46406,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(حمزه يونس اسماعيل),(REAL ESTATE INVESTMENT EST (HAMZA YUNUS ISMAIL,11/03/2007,10/03/2009,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/21793f20-57a1-4236-8e59-12460c632bd6,46407,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(احمد اسماعيل ماجيد),(REAL ESTATE INVESTMENT EST (AHMED ISMAIL MAJED,11/03/2007,10/03/2008,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/a03caf7b-a322-495b-b578-c425bf83f2b6,46408,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (عدى عبدالستار عبدالغفور ),REAL ESTATE INVESTMENT EST ODAY A ABDUL GHAFOUR,11/03/2007,10/05/2010,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/f685568f-ee4f-4641-9ffb-62d3de60fdb5,46409,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية (سجاد بايج ميرزا محمود بايج ),REAL ESTATE INVESTMENT EST SAJJAD BAIG MIRZA MAHMOOD,11/03/2007,10/03/2008,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/0527e5a3-431b-4df9-bd6e-ed60687d6929,46463,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(انصارى خورشيد اكبر عبدالقدوس),(REAL ESTATE INVESTMENT EST(ANSARI KHURSHAID AKBER ABUL QUDDUS,15/03/2007,14/03/2008,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/664e0749-1f90-4656-99e6-4e571a8e39fb,46465,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(شاه زاد امين محمد امين),(REAL ESTATE INVESTMENT EST (SHEHZAD AMIN MUHAMMAD AMIN,15/03/2007,14/03/2009,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/fdcbda86-0e94-4c93-a1ce-ef8efe794c48,46466,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(عمران عبد الستار عبد الستار),(REAL ESTATE INVESTMENT EST(AMRAN ABDUL SATTAR ABDUL SATTAR,15/03/2007,14/03/2008,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/1cb776df-c2ad-4e71-83c0-34f96dd1b9ce,46467,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(وانغ يوكينا),(REAL ESTATE INVESTMENT EST (WANG YUQING,15/03/2007,14/03/2009,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/5a58683f-6d7d-45cd-8d18-67ff3f299b66,46468,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(عبدالكريم الياس),(REAL ESTATE INVESTMENT EST(ABDUL KAREEM ELIYAS,15/03/2007,14/03/2009,['Private Funds Investment'],Unprohibited,Nuaimeya1
https://eservices.ajmanded.ae/en/TradeLicense/License/3250569b-07c7-4740-8ec0-b8434c85834e,46469,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(مونزة فاطمة فكير سيد ),(REAL ESTATE INVESTMENT EST (MUNAZZA FATIMA FAKIR SYED,15/03/2007,14/03/2009,['Private Funds Investment'],Unprohibited,Rashideya2
https://eservices.ajmanded.ae/en/TradeLicense/License/950f86c7-3414-42d2-b828-b06cbc86944b,46470,Investment License,Sole Establishment,مؤسسة العقارات الاستثمارية(نهاية طلب شعلان),(REAL ESTATE INVESTMENT EST(NIHAYA T SHALAN,15/03/2007,14/03/2009,['Private Funds Investment'],Unprohibited,Rashideya2
