web-scraper-order,web-scraper-start-url,pagination-selector,data-page-selector,data-page-selector-href,image-0-src,text-1,text-2,text-3,text-4,text-5,text-6,rating
"1756121626-1","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Regular Fit Hole-knit resort shirt","https://www2.hm.com/en_in/productpage.1251288001.html","https://image.hm.com/assets/hm/de/6a/de6a185476cc01ecad009c0a8b44a72fd1c7dad9.jpg?imwidth=2160","Rs. 2,299.00","Regular Fit Hole-knit resort shirt","Shirt in a soft hole knit with a resort collar, buttons down the front and a yoke at the back. Long sleeves with buttoned cuffs and a sleeve placket. Regular fit for comfortable wear and a classic silhouette.","XS

S

M

L

XL

XXL","Black","",""
"1756121632-2","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Regular Fit Utility overshirt","https://www2.hm.com/en_in/productpage.1231419001.html","https://image.hm.com/assets/hm/c7/19/c719821acea0b748a3955ed266b8dfbcd3b2e09b.jpg?imwidth=2160","Rs. 2,299.00","Regular Fit Utility overshirt","Overshirt in a stretch weave with a collar, French front, flap front pockets and a yoke at the back. Gently dropped shoulders and long sleeves with buttoned cuffs. Regular fit for comfortable wear and a classic silhouette.","XS

S

M

L

XL

XXL","Black","Reviews [8]","5"
"1756121637-3","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Regular Fit Zip-through overshirt","https://www2.hm.com/en_in/productpage.1234988002.html","https://image.hm.com/assets/hm/b6/3b/b63b259146952d8c0e2ef74477ae48c4c527658c.jpg?imwidth=2160","Rs. 2,999.00","Regular Fit Zip-through overshirt","Overshirt in brushed twill with a collar, zip down the front, yoke at the back, open chest pockets and long sleeves with buttoned cuffs. Regular fit for comfortable wear and a classic silhouette. Partly lined.","XS

S

M

L

XL

XXL","Grey/checked","Reviews [17]","4.7"
"1756121642-4","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Regular Fit Flannel shirt","https://www2.hm.com/en_in/productpage.1234958004.html","https://image.hm.com/assets/hm/21/9c/219cefcc676b208300b011a558ba8a0f036cbcdd.jpg?imwidth=2160","Rs. 1,999.00","Regular Fit Flannel shirt","Shirt in soft cotton flannel with a turn-down collar, classic front and yoke at the back. Long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Regular fit for comfortable wear and a classic silhouette.","XS

S

M

L

XL

XXL","Navy blue","Reviews [52]","4.6"
"1756121648-5","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Regular Fit Linen-blend shirt","https://www2.hm.com/en_in/productpage.1256945009.html","https://image.hm.com/assets/hm/d2/a3/d2a39b5dc67f3892e3e66fc50f5bc3c5a9452e5f.jpg?imwidth=2160","Rs. 2,299.00","Regular Fit Linen-blend shirt","Shirt in an airy cotton and linen weave with a turn-down collar, classic front, a yoke at the back and an open chest pocket. Long sleeves with adjustable buttoning at the cuffs and a sleeve placket with a link button. Rounded hem. Regular fit for comfortable wear and a classic silhouette. Cotton and linen blends combine the softness of cotton with the sturdiness of linen, creating a beautiful, textured fabric that is breathable and drapes perfectly.","XS

S

M

L

XL

XXL","Beige/Striped","Reviews [13]","4.7"
"1756121653-6","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Regular Fit Overshirt","https://www2.hm.com/en_in/productpage.1227910001.html","https://image.hm.com/assets/hm/8f/0b/8f0b4a51baa2ee9c42cb5b9440ebe2f4b7b51205.jpg?imwidth=2160","Rs. 2,999.00","Regular Fit Overshirt","Overshirt in a soft weave with a turn-down collar, French front, an open chest pocket, a yoke at the back, long sleeves with buttoned cuffs, and a rounded hem. Regular fit for comfortable wear and a classic silhouette.","XS

S

M

L

XL

XXL","Light beige","Reviews [33]","4.7"
"1756121659-7","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Loose Fit Ribbed resort shirt","https://www2.hm.com/en_in/productpage.1273996004.html","https://image.hm.com/assets/hm/ac/15/ac159d7cd943f7f7794ea74889fe09c2c8d292b2.jpg?imwidth=2160","Rs. 2,299.00","Loose Fit Ribbed resort shirt","Short-sleeved shirt in ribbed jersey with a resort collar, French front, yoke at the back and a straight-cut hem with a slit at each side. Loose fit for a generous but not oversized silhouette.","XS

S

M

L

XL

XXL","Dark beige","",""
"1756121666-8","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Regular Fit Utility overshirt","https://www2.hm.com/en_in/productpage.1231419006.html","https://image.hm.com/assets/hm/a9/2b/a92bf24be7652337b4b91aa980204877b9e679af.jpg?imwidth=2160","Rs. 2,299.00","Regular Fit Utility overshirt","Overshirt in a stretch weave with a collar, French front, flap front pockets and a yoke at the back. Gently dropped shoulders and long sleeves with buttoned cuffs. Regular fit for comfortable wear and a classic silhouette.","XS

S

M

L

XL

XXL","Dark brown","Reviews [8]","5"
"1756121673-9","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Regular Fit Short-sleeved jersey shirt","https://www2.hm.com/en_in/productpage.1229117004.html","https://image.hm.com/assets/hm/6b/c8/6bc8738f29ab4067023e5f4858e2cbc0cd413d12.jpg?imwidth=2160","Rs. 1,499.00","Regular Fit Short-sleeved jersey shirt","Short-sleeved shirt in textured jersey with a turn-down collar, French front, yoke at the back and a straight-cut hem with a slit at each side. Regular fit for comfortable wear and a classic silhouette.","XS

S

M

L

XL

XXL","Brown","Reviews [70]","4.6"
"1756121679-10","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Regular Fit Poplin shirt","https://www2.hm.com/en_in/productpage.1285018001.html","https://image.hm.com/assets/hm/23/e2/23e26bbad8503d6cb151c88931f551c8ae96ceb7.jpg?imwidth=2160","Rs. 2,299.00","Regular Fit Poplin shirt","Shirt in cotton poplin with a turn-down collar, classic front and a yoke  with a box pleat at the back. Long sleeves with adjustable buttoning at the cuffs and a sleeve placket with a link button. Rounded hem. Regular fit for comfortable wear and a classic silhouette.","XS

S

M

L

XL

XXL","Light blue/Striped","",""
"1756121686-11","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Relaxed Fit Felted overshirt","https://www2.hm.com/en_in/productpage.1027390004.html","https://image.hm.com/assets/hm/28/4d/284de728f09157763e25409e3d404190148257c2.jpg?imwidth=2160","Rs. 2,699.00","Relaxed Fit Felted overshirt","Overshirt in felted fabric with a collar, buttons down the front and a yoke at the back. Relaxed fit with flap chest pocket with a button, long sleeves with a slit and button at the cuffs, and a rounded hem.","XS

S

M

L

XL

XXL","Light grey","Reviews [65]","4.5"
"1756121693-12","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Regular Fit Linen-blend shirt","https://www2.hm.com/en_in/productpage.1256945008.html","https://image.hm.com/assets/hm/8a/48/8a48bcdc11a8dfdfde346d00dbe6265e90ffdcda.jpg?imwidth=2160","Rs. 2,299.00","Regular Fit Linen-blend shirt","Shirt in an airy cotton and linen weave with a turn-down collar, classic front, a yoke at the back and an open chest pocket. Long sleeves with adjustable buttoning at the cuffs and a sleeve placket with a link button. Rounded hem. Regular fit for comfortable wear and a classic silhouette. Cotton and linen blends combine the softness of cotton with the sturdiness of linen, creating a beautiful, textured fabric that is breathable and drapes perfectly.","XS

S

M

L

XL

XXL","Greige/Striped","Reviews [13]","4.7"
"1756121699-13","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Regular Fit Textured shirt","https://www2.hm.com/en_in/productpage.1251263003.html","https://image.hm.com/assets/hm/fe/6d/fe6d9ffb9b77de605f991308c20e39973c54e79e.jpg?imwidth=2160","Rs. 1,999.00","Regular Fit Textured shirt","Shirt in a textured weave with a button-down collar, classic front, yoke at the back and an open chest pocket. Long sleeves with adjustable buttoning at the cuffs and a sleeve placket with a link button. Gently rounded hem. Regular fit for comfortable wear and a classic silhouette.","XS

S

M

L

XL

XXL","Khaki green","Reviews [41]","4.4"
"1756121705-14","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Regular Fit Twill shirt","https://www2.hm.com/en_in/productpage.1231406006.html","https://image.hm.com/assets/hm/5b/44/5b44765bf75cb5b4cb5bb7d9a11c408c60bfd65f.jpg?imwidth=2160","Rs. 1,499.00","Regular Fit Twill shirt","Shirt in soft twill with a turn-down collar, French front and a yoke at the back. Long sleeves with buttoned cuffs and a sleeve placket with a link button. Rounded hem. Regular fit for comfortable wear and a classic silhouette.","XS

S

M

L

XL

XXL","Beige","Reviews [133]","4.7"
"1756121712-15","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Regular Fit Corduroy shirt","https://www2.hm.com/en_in/productpage.1227956004.html","https://image.hm.com/assets/hm/4f/09/4f09334e7dd73894635924d1129d4b03ae2e2176.jpg?imwidth=2160","Rs. 1,999.00","Regular Fit Corduroy shirt","Shirt in soft cotton corduroy with a turn-down collar. Classic front, an open chest pocket and a yoke at the back. Long sleeves with adjustable buttoning at the cuffs and a sleeve placket with a link button. Rounded hem. Regular fit for comfortable wear and a classic silhouette.","XS

S

M

L

XL

XXL","Light beige","Reviews [667]","4.6"
"1756121716-16","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Regular Fit Twill shirt","https://www2.hm.com/en_in/productpage.1231406005.html","https://image.hm.com/assets/hm/04/9e/049e97d8116975d9e813e63161544782067a7f10.jpg?imwidth=2160","Rs. 1,499.00","Regular Fit Twill shirt","Shirt in soft twill with a turn-down collar, French front and a yoke at the back. Long sleeves with buttoned cuffs and a sleeve placket with a link button. Rounded hem. Regular fit for comfortable wear and a classic silhouette.","XS

S

M

L

XL

XXL","White","Reviews [133]","4.7"
"1756121723-17","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Regular Fit Twill shirt","https://www2.hm.com/en_in/productpage.1231406003.html","https://image.hm.com/assets/hm/be/cf/becf03cad31ddc479b30970ee6d27197cabe2f78.jpg?imwidth=2160","Rs. 1,499.00","Regular Fit Twill shirt","Shirt in soft twill with a turn-down collar, French front and a yoke at the back. Long sleeves with buttoned cuffs and a sleeve placket with a link button. Rounded hem. Regular fit for comfortable wear and a classic silhouette.","XS

S

M

L

XL

XXL","Navy blue","Reviews [133]","4.7"
"1756121726-18","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Regular Fit Corduroy shirt","https://www2.hm.com/en_in/productpage.1227956002.html","https://image.hm.com/assets/hm/c6/8f/c68f7fc967aa3a5c9f039f8010722545b4af9803.jpg?imwidth=2160","Rs. 1,999.00","Regular Fit Corduroy shirt","Shirt in soft cotton corduroy with a turn-down collar. Classic front, an open chest pocket and a yoke at the back. Long sleeves with adjustable buttoning at the cuffs and a sleeve placket with a link button. Rounded hem. Regular fit for comfortable wear and a classic silhouette.","XS

S

M

L

XL

XXL","Navy blue","Reviews [667]","4.6"
"1756121733-19","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Slim Fit Stretch shirt","https://www2.hm.com/en_in/productpage.1257590004.html","https://image.hm.com/assets/hm/be/c5/bec56fdd33aadb49d4e4599ac1c219df16498928.jpg?imwidth=2160","Rs. 1,999.00","Slim Fit Stretch shirt","Shirt in a stretch weave made from a cotton blend with a cut-away collar, French front and a yoke at the back. Long sleeves with adjustable buttoning at the cuffs and a sleeve placket with a link button. Gently rounded hem. Slim fit that hugs the contours of your body, creating a fitted silhouette.","XS

S

M

L

XL

XXL","Light blue","Reviews [3]","4.7"
"1756121737-20","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Regular Fit Felted overshirt","https://www2.hm.com/en_in/productpage.1227148009.html","https://image.hm.com/assets/hm/a4/c0/a4c0a3b7ff2afbc8b298c099e9285462e1324e43.jpg?imwidth=2160","Rs. 2,299.00","Regular Fit Felted overshirt","Overshirt in a felted weave with a collar, buttons down the front, yoke at the back, flap chest pockets, long sleeves and buttoned cuffs. Rounded hem. Regular fit for comfortable wear and a classic silhouette.","XS

S

M

L

XL

XXL","Dark beige","Reviews [179]","4.5"
"1756121743-21","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Regular Fit Cotton resort shirt","https://www2.hm.com/en_in/productpage.1276825004.html","https://image.hm.com/assets/hm/7e/e6/7ee6e06cdc348e53ee0f56743ed6b02c13c04724.jpg?imwidth=2160","Rs. 1,499.00","Regular Fit Cotton resort shirt","Short-sleeved shirt in an airy cotton weave with a resort collar, French front, yoke at the back and a straight-cut hem. Regular fit for comfortable wear and a classic silhouette.","XS

S

M

L

XL

XXL","Beige/Patterned","Reviews [8]","4.3"
"1756121748-22","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Loose Fit Flannel shirt","https://www2.hm.com/en_in/productpage.1231416001.html","https://image.hm.com/assets/hm/b2/3c/b23cf2bee98e872470619ffbbbefca77771ab99a.jpg?imwidth=2160","Rs. 1,499.00","Loose Fit Flannel shirt","Shirt in soft flannel made from a cotton blend with a turn-down collar, classic front, yoke at the back and an open chest pocket. Long sleeves with buttoned cuffs and a sleeve placket with a link button, and a gently rounded hem. Loose fit for a generous but not oversized silhouette.","XS

S

M

L

XL

XXL","Dark blue/Checked","Reviews [176]","4.5"
"1756121755-23","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Regular Fit Short-sleeved linen-blend shirt","https://www2.hm.com/en_in/productpage.1256946004.html","https://image.hm.com/assets/hm/a5/fa/a5fa3ad44f9cc37687dc4a3092633317687e5149.jpg?imwidth=2160","Rs. 1,999.00","Regular Fit Short-sleeved linen-blend shirt","Short-sleeved shirt in an airy cotton and linen blend with a resort collar, French front and a yoke at the back. Open chest pocket and a straight-cut hem with a slit on each side. Regular fit for comfortable wear and a classic silhouette. Cotton and linen blends combine the softness of cotton with the sturdiness of linen, creating a beautiful, textured fabric that is breathable and drapes perfectly.","XS

S

M

L

XL

XXL","Sage green","Reviews [7]","4.3"
"1756121761-24","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Regular Fit Twill shirt","https://www2.hm.com/en_in/productpage.1231406002.html","https://image.hm.com/assets/hm/ab/43/ab43dd593aab2d8a6ca4cb19093ff2bfde419585.jpg?imwidth=2160","Rs. 1,499.00","Regular Fit Twill shirt","Shirt in soft twill with a turn-down collar, French front and a yoke at the back. Long sleeves with buttoned cuffs and a sleeve placket with a link button. Rounded hem. Regular fit for comfortable wear and a classic silhouette.","XS

S

M

L

XL

XXL","Black","Reviews [133]","4.7"
"1756121767-25","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Regular Fit Felted overshirt","https://www2.hm.com/en_in/productpage.1251282001.html","https://image.hm.com/assets/hm/9e/e1/9ee118acaf563e526ed6cae1053309d03152d355.jpg?imwidth=2160","Rs. 3,999.00","Regular Fit Felted overshirt","Overshirt in a soft, felted weave featuring a turn-down collar, classic front with press-studs, yoke at the back and open chest pockets. Long sleeves with press-studs at the cuffs and a slit. Regular fit for comfortable wear and a classic silhouette.","XS

S

M

L

XL

XXL","Black","Reviews [1]","5"
"1756121774-26","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Regular Fit Knitted resort shirt","https://www2.hm.com/en_in/productpage.1257391002.html","https://image.hm.com/assets/hm/0a/eb/0aeb013f3ea55e069b926b45e637d31968b8dc29.jpg?imwidth=2160","Rs. 2,299.00","Regular Fit Knitted resort shirt","Short-sleeved shirt in a textured knit with a resort collar, buttons down the front and a straight hem with a slit on each side. Regular fit for comfortable wear and a classic silhouette.","XS

S

M

L

XL

XXL","Black","Reviews [5]","5"
"1756121780-27","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Regular Fit Wool-blend overshirt","https://www2.hm.com/en_in/productpage.1231420002.html","https://image.hm.com/assets/hm/09/35/09352c490a2eff6ad95d9e2194fdc23062e06118.jpg?imwidth=2160","Rs. 2,999.00","Regular Fit Wool-blend overshirt","Overshirt in brushed twill made from a wool blend. Collar, buttons down the front, yoke at the back and flap chest pockets with a button. Long sleeves with a slit and button at the cuffs. Regular fit for comfortable wear and a classic silhouette.","XS

S

M

L

XL

XXL","Black","Reviews [3]","3.7"
"1756121786-28","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Loose Fit Shirt","https://www2.hm.com/en_in/productpage.1281436001.html","https://image.hm.com/assets/hm/bd/35/bd3598007cb7d42cf5fb13cfad985eaf2f082675.jpg?imwidth=2160","Rs. 2,999.00","Loose Fit Shirt","Shirt in a soft weave made from a cotton and nylon blend featuring a turn-down collar, French front and a yoke at the back with a box pleat. Long sleeves with adjustable buttoning at the cuffs and a sleeve placket with a link button, and a gently rounded hem. Loose fit for a generous but not oversized silhouette.","S

M

L","Dark brown","",""
"1756121792-29","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Regular Fit Waffled overshirt","https://www2.hm.com/en_in/productpage.1251258003.html","https://image.hm.com/assets/hm/db/a5/dba5f3c612093dcdc3e510ac7556dd73b7c43e36.jpg?imwidth=2160","Rs. 2,999.00","Regular Fit Waffled overshirt","Overshirt in waffled jersey with a collar, buttons down the front and open chest pockets. Long sleeves with a sleeve placket and buttoned cuffs. Regular fit for comfortable wear and a classic silhouette. Unlined.","XS

S

M

L

XL

XXL","Brown","Reviews [23]","4.7"
"1756121799-30","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Regular Fit Long-sleeved resort shirt","https://www2.hm.com/en_in/productpage.1282245002.html","https://image.hm.com/assets/hm/c4/0f/c40f3d174cba830b20bf1856c77b7b4b5d9eb710.jpg?imwidth=2160","Rs. 1,999.00","Regular Fit Long-sleeved resort shirt","Shirt in an airy, textured weave with a resort collar, French front, yoke at the back and long sleeves with buttoned cuffs and a sleeve placket. Straight-cut hem. Regular fit for comfortable wear and a classic silhouette.","XS

S

M

L

XL

XXL","White","",""
"1756121805-31","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Regular Fit Zip-through overshirt","https://www2.hm.com/en_in/productpage.1227909002.html","https://image.hm.com/assets/hm/bd/3a/bd3a656e4bb81e52869ddc1b45b9cc8be3b161eb.jpg?imwidth=2160","Rs. 2,999.00","Regular Fit Zip-through overshirt","Overshirt in a soft weave made from a viscose blend with a collar, zip down the front, flap chest pockets with concealed press-studs and long sleeves with buttoned cuffs. Yoke at the back and a straight-cut hem. Regular fit for comfortable wear and a classic silhouette.","XS

S

M

L

XL

XXL","Dark grey","Reviews [187]","4.7"
"1756121811-32","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Regular Fit Wool-blend overshirt","https://www2.hm.com/en_in/productpage.1231426002.html","https://image.hm.com/assets/hm/22/7e/227e9a21059e651aee5a83cb5a74bcbc11d17dcb.jpg?imwidth=2160","Rs. 2,999.00","Regular Fit Wool-blend overshirt","Overshirt in felted fabric made from a wool blend with a collar, button placket, yoke with a box pleat at the back, long sleeves and buttoned cuffs. Regular fit for comfortable wear and a classic silhouette.","XS

S

M

L

XL

XXL","Dark khaki green","Reviews [5]","4.8"
"1756121818-33","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Regular Fit Flannel shirt","https://www2.hm.com/en_in/productpage.1234958005.html","https://image.hm.com/assets/hm/e5/d3/e5d3716bf229a53adda0366d8cd026f85f672453.jpg?imwidth=2160","Rs. 1,999.00","Regular Fit Flannel shirt","Shirt in soft cotton flannel with a turn-down collar, classic front and yoke at the back. Long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Regular fit for comfortable wear and a classic silhouette.","XS

S

M

L

XL

XXL","Dark grey","Reviews [52]","4.6"
"1756121825-34","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Regular Fit Twill shirt","https://www2.hm.com/en_in/productpage.1231406001.html","https://image.hm.com/assets/hm/64/a5/64a504d2918ed9475ed20a9d3797c19cfce63132.jpg?imwidth=2160","Rs. 1,499.00","Regular Fit Twill shirt","Shirt in soft twill with a turn-down collar, French front and a yoke at the back. Long sleeves with buttoned cuffs and a sleeve placket with a link button. Rounded hem. Regular fit for comfortable wear and a classic silhouette.","XS

S

M

L

XL

XXL","Dark grey","Reviews [133]","4.7"
"1756121833-35","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Loose Fit Denim shirt","https://www2.hm.com/en_in/productpage.1265141002.html","https://image.hm.com/assets/hm/57/70/5770b7bcc482dd2e9107654a8009729a1fd3ae8a.jpg?imwidth=2160","Rs. 2,699.00","Loose Fit Denim shirt","Shirt in rigid cotton denim with a turn-down collar, classic front, patch chest pocket and a yoke at the back. Long sleeves with buttoned cuffs and a sleeve placket. Gently rounded hem. Loose fit for a generous but not oversized silhouette.","XS

S

M

L

XL

XXL","White","Reviews [3]","4.7"
"1756121841-36","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Regular Fit Lyocell-blend shirt","https://www2.hm.com/en_in/productpage.1268748002.html","https://image.hm.com/assets/hm/fc/08/fc083387f257b73a46718074dad764427e96e10f.jpg?imwidth=2160","Rs. 1,999.00","Regular Fit Lyocell-blend shirt","Shirt in a soft weave made from a lyocell and cotton blend featuring a turn-down collar, classic front, yoke at the back with a box pleat and an open chest pocket. Long sleeves with a slit and adjustable buttoning at the cuffs. Rounded hem. Regular fit for comfortable wear and a classic silhouette.","XS

S

M

L

XL

XXL","White","",""
"1756121848-37","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Regular Fit Textured shirt","https://www2.hm.com/en_in/productpage.1284910001.html","https://image.hm.com/assets/hm/ab/ab/abab6da132659b615301d26f15c427d1bf7215a9.jpg?imwidth=2160","Rs. 2,299.00","Regular Fit Textured shirt","Shirt in a textured weave with a turn-down collar, French front, open chest pocket and a straight-cut hem. Long sleeves with a slit and a button at the cuffs. Regular fit for comfortable wear and a classic silhouette.","S

M

L","Navy blue/Striped","",""
"1756121854-38","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Slim Fit Linen shirt","https://www2.hm.com/en_in/productpage.1258123001.html","https://image.hm.com/assets/hm/ea/e6/eae6d7e64429329470c8fdcd1aa7da47e654817d.jpg?imwidth=2160","Rs. 2,999.00","Slim Fit Linen shirt","Shirt in airy linen with a cutaway collar, French front and a yoke at the back. Long sleeves with buttoned cuffs and a sleeve placket with a link button. Rounded hem. Slim fit that hugs the contours of your body, creating a fitted silhouette. Fabric made from linen is breathable, beautiful both ironed and wrinkled, and softens over time.","XS

S

M

L

XL

XXL","White","Reviews [1]","5"
"1756121860-39","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Regular Fit Textured-weave resort shirt","https://www2.hm.com/en_in/productpage.1263274002.html","https://image.hm.com/assets/hm/e5/34/e534724026127461c9805141aa2856399bcb42da.jpg?imwidth=2160","Rs. 1,499.00","Regular Fit Textured-weave resort shirt","Short-sleeved shirt in a textured weave made from a viscose blend with a resort collar, French front and a straight-cut hem with a slit at each side. Regular fit for comfortable wear and a classic silhouette.","XS

S

M

L

XL

XXL","Black","Reviews [10]","4.7"
"1756121867-40","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Regular Fit Fine-knit shirt","https://www2.hm.com/en_in/productpage.1284201002.html","https://image.hm.com/assets/hm/ae/3d/ae3d78cec0096f3e9514ee4c2fe5b148c09a71b2.jpg?imwidth=2160","Rs. 2,799.00","Regular Fit Fine-knit shirt","Short-sleeved shirt in a fine knit with a collar, buttons down the front and a straight hem. Regular fit for comfortable wear and a classic silhouette.","XS

S

M

L

XL

XXL","Burgundy","",""
"1756121874-41","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Regular Fit Felted overshirt","https://www2.hm.com/en_in/productpage.1227148007.html","https://image.hm.com/assets/hm/98/88/988828de0a08e06847e2e9f2dd9d45f4745fee48.jpg?imwidth=2160","Rs. 2,299.00","Regular Fit Felted overshirt","Overshirt in a felted weave with a collar, buttons down the front, yoke at the back, flap chest pockets, long sleeves and buttoned cuffs. Rounded hem. Regular fit for comfortable wear and a classic silhouette.","XS

S

M

L

XL

XXL","Grey/Pinstriped","Reviews [179]","4.5"
"1756121880-42","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Regular Fit Corduroy shirt","https://www2.hm.com/en_in/productpage.1227956011.html","https://image.hm.com/assets/hm/78/ba/78bab9d121d958643ae1f6a236e8f336abcae574.jpg?imwidth=2160","Rs. 1,999.00","Regular Fit Corduroy shirt","Shirt in soft cotton corduroy with a turn-down collar. Classic front, an open chest pocket and a yoke at the back. Long sleeves with adjustable buttoning at the cuffs and a sleeve placket with a link button. Rounded hem. Regular fit for comfortable wear and a classic silhouette.","XS

S

M

L

XL

XXL","Yellow","Reviews [667]","4.6"
"1756121887-43","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","2-pack Slim Fit easy-iron shirt","https://www2.hm.com/en_in/productpage.1307835002.html","https://image.hm.com/assets/hm/9b/d8/9bd83b9965018b4dd0e6245498a15a2e930e07c8.jpg?imwidth=2160","Rs. 2,999.00","2-pack Slim Fit easy-iron shirt","Shirts in woven fabric with an easy-iron finish. Designed with a turn-down collar, a French front and a back yoke. Long sleeves with adjustable buttoned cuffs and a sleeve placket with a link button. Finished with a gently rounded hem. Slim fit that hugs the contours of your body, creating a fitted silhouette.","XS

S

M

L

XL

XXL","Light blue","",""
"1756121891-44","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Regular Fit Brushed overshirt","https://www2.hm.com/en_in/productpage.1251285001.html","https://image.hm.com/assets/hm/68/65/6865d5b1f90bc3156b4be472ab3395ec90d8ae90.jpg?imwidth=2160","Rs. 2,999.00","Regular Fit Brushed overshirt","Overshirt in brushed twill with a collar, buttons down the front, vertical, visible seam down the back and a straight-cut hem. Regular fit for comfortable wear and a classic silhouette. Unlined.","XS

S

M

L

XL

XXL","Dark grey","Reviews [15]","3.5"
"1756121899-45","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Regular Fit Waffled shirt","https://www2.hm.com/en_in/productpage.1262645001.html","https://image.hm.com/assets/hm/db/da/dbda4a07539f7e15a6cea766150a7cd10a3ba2bd.jpg?imwidth=2160","Rs. 2,999.00","Regular Fit Waffled shirt","Shirt in waffled jersey with a turn-down collar, French front, yoke at the back and an open chest pocket. Long sleeves with buttoned cuffs and a sleeve placket, and a straight-cut hem. Regular fit for comfortable wear and a classic silhouette.","XS

S

M

L

XL

XXL","Cream","",""
"1756121905-46","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Regular Fit Wool-blend overshirt","https://www2.hm.com/en_in/productpage.1231426001.html","https://image.hm.com/assets/hm/b6/7a/b67aab8615ac1b9fd690a42dcadf75344ec1b91d.jpg?imwidth=2160","Rs. 2,999.00","Regular Fit Wool-blend overshirt","Overshirt in felted fabric made from a wool blend with a collar, button placket, yoke with a box pleat at the back, long sleeves and buttoned cuffs. Regular fit for comfortable wear and a classic silhouette.","XS

S

M

L

XL

XXL","Navy blue","Reviews [5]","4.8"
"1756121913-47","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Loose Fit Satin shirt","https://www2.hm.com/en_in/productpage.1265550002.html","https://image.hm.com/assets/hm/2b/9c/2b9c68658e685690975eaae1982f729ed2757554.jpg?imwidth=2160","Rs. 2,699.00","Loose Fit Satin shirt","Shirt in softly draping satin with a turn-down collar, French front, yoke at the back and an open chest pocket. Long sleeves with a slit and button at the cuffs. Straight-cut hem. Loose fit for a generous but not oversized silhouette.","XS

S

M

L

XL

XXL","Dark beige","",""
"1756121921-48","https://www2.hm.com/en_in/men/shop-by-product/shirts.html","","Regular Fit Short-sleeved jersey shirt","https://www2.hm.com/en_in/productpage.1229117005.html","https://image.hm.com/assets/hm/04/12/04127af6c20a1d9dd686a6135cdf0b6838ee2985.jpg?imwidth=2160","Rs. 1,499.00","Regular Fit Short-sleeved jersey shirt","Short-sleeved shirt in textured jersey with a turn-down collar, French front, yoke at the back and a straight-cut hem with a slit at each side. Regular fit for comfortable wear and a classic silhouette.","XS

S

M

L

XL

XXL","Cream","Reviews [70]","4.6"
